time,leftEncoderCount,rightEncoderCount
5215,264.90,206.77
5217,266.67,208.28
5219,268.50,209.64
5220,270.27,211.05
5222,272.09,212.35
5224,274.02,213.60
5226,275.80,215.17
5228,277.94,216.84
5230,279.45,217.88
5231,281.20,219.13
5233,282.94,220.62
5235,284.79,222.16
5237,286.46,223.54
5239,288.05,225.15
5240,289.75,226.22
5242,291.39,227.48
5244,293.35,228.94
5246,295.41,230.37
5248,297.47,231.88
5250,299.66,233.47
5252,301.51,234.49
5253,303.28,236.08
5255,305.13,237.67
5257,306.88,239.34
5259,308.66,240.85
5261,310.79,242.29
5262,312.70,243.77
5264,314.34,245.21
5266,316.06,246.75
5268,317.91,248.47
5270,320.03,249.98
5271,322.03,251.52
5273,324.07,252.95
5275,326.21,254.21
5277,328.06,255.61
5279,329.96,257.26
5281,332.02,258.93
5282,333.90,260.36
5284,335.85,261.85
5286,337.55,263.36
5288,339.01,264.92
5290,340.34,266.62
5292,341.77,268.26
5293,343.29,269.85
5295,345.32,271.96
5297,346.75,273.27
5299,348.45,274.99
5301,350.33,276.50
5302,352.07,278.04
5304,353.80,279.71
5306,355.70,281.61
5308,357.60,282.84
5310,359.59,284.27
5312,361.83,285.89
5313,363.97,287.66
5315,366.13,289.20
5317,368.35,291.05
5319,370.30,292.12
5321,372.28,293.53
5323,374.45,295.15
5324,376.12,296.48
5326,377.66,297.91
5328,379.46,299.45
5330,381.28,300.81
5332,383.13,302.24
5333,384.72,303.57
5335,386.34,305.19
5337,388.19,306.88
5339,389.89,308.42
5341,391.58,309.85
5343,393.33,311.24
5344,394.97,312.67
5346,396.62,314.39
5348,398.34,315.93
5350,399.95,317.60
5352,401.73,319.30
5354,403.68,320.42
5355,405.72,322.37
5357,407.80,323.96
5359,410.07,325.61
5361,412.24,327.12
5363,414.92,328.94
5365,416.46,330.12
5366,418.47,331.50
5368,420.63,332.93
5370,422.59,334.45
5372,424.57,335.88
5374,426.58,337.65
5375,428.46,338.83
5377,430.31,340.34
5379,432.24,341.85
5381,433.98,343.23
5383,435.78,344.67
5384,437.71,346.62
5387,439.46,347.82
5388,441.34,349.34
5390,442.98,350.90
5392,444.57,352.36
5394,446.27,353.59
5395,447.88,355.00
5397,449.53,356.74
5399,451.30,358.49
5401,453.13,360.13
5403,454.90,361.85
5405,456.91,363.42
5406,458.84,365.06
5408,460.92,366.52
5410,462.88,367.96
5412,464.76,369.60
5414,466.48,371.24
5415,468.20,372.99
5417,469.89,374.45
5419,472.01,376.22
5421,473.94,377.74
5423,475.97,379.43
5425,477.95,380.86
5426,479.75,382.38
5428,481.47,383.97
5430,483.66,385.92
5432,485.04,387.10
5434,486.79,388.69
5436,488.64,390.20
5438,490.83,392.10
5439,492.11,393.33
5441,494.20,395.23
5443,496.10,396.30
5445,498.06,397.63
5446,499.83,398.99
5448,501.66,400.53
5450,503.64,401.91
5452,505.54,403.50
5454,507.08,404.33
5456,508.44,405.46
5457,509.71,406.68
5459,510.91,407.85
5461,512.19,409.18
5463,513.39,410.25
5465,514.62,411.27
5467,516.00,412.44
5468,517.51,413.51
5470,519.15,414.43
5472,521.06,415.57
5474,522.78,416.49
5476,524.53,417.69
5477,526.14,418.78
5479,527.73,419.62
5481,529.48,420.45
5483,531.15,421.57
5485,532.82,422.59
5487,534.72,423.58
5488,536.26,424.41
5490,537.83,425.43
5492,539.44,426.42
5494,540.90,427.23
5496,542.29,428.40
5498,544.14,429.73
5500,545.08,430.54
5501,546.51,431.40
5503,547.81,432.55
5505,549.14,433.59
5507,550.40,434.45
5508,551.44,435.68
5510,552.35,436.54
5512,553.37,437.74
5514,554.36,438.81
5516,555.66,439.83
5518,557.33,440.87
5519,558.97,441.86
5521,560.59,442.85
5523,562.23,444.02
5525,563.69,445.20
5527,565.16,446.42
5529,566.41,447.49
5530,567.82,448.64
5532,568.96,449.45
5534,570.16,450.36
5536,571.36,451.46
5538,572.72,452.58
5539,574.00,453.62
5541,575.72,454.85
5543,576.84,455.60
5545,578.38,456.75
5547,579.97,457.85
5549,581.74,458.97
5550,583.33,460.09
5552,584.95,461.26
5554,586.43,462.02
5556,587.87,462.96
5558,589.36,463.87
5559,590.74,464.89
5561,592.09,466.03
5563,593.55,467.31
5565,594.83,468.56
5567,596.03,469.63
5569,597.28,470.73
5570,598.38,471.75
5572,599.53,472.74
5574,600.86,474.01
5576,601.98,475.27
5578,603.20,476.65
5580,604.43,477.93
5581,605.68,479.15
5583,607.04,480.38
5585,608.34,481.50
5587,609.70,482.70
5589,611.16,483.92
5590,612.59,485.31
5592,613.97,486.48
5594,615.51,487.47
5596,617.00,488.67
5598,618.88,490.10
5600,620.21,491.20
5601,621.80,492.45
5603,623.44,493.52
5605,624.98,494.62
5607,626.44,495.74
5609,627.92,496.96
5611,629.33,497.82
5612,630.71,498.84
5614,632.20,500.01
5616,633.56,500.87
5618,634.94,501.86
5620,636.37,503.25
5622,637.70,503.98
5623,639.03,504.89
5625,640.62,505.62
5627,642.21,506.58
5629,643.91,507.81
5631,645.40,508.80
5633,646.86,509.66
5634,648.40,510.57
5636,649.75,511.54
5638,651.13,512.56
5640,652.65,513.55
5642,654.00,514.51
5643,655.28,515.56
5645,656.56,516.60
5647,657.71,517.62
5649,658.98,518.61
5651,660.26,519.68
5652,661.49,520.77
5654,662.76,521.81
5656,663.91,522.99
5658,665.06,524.24
5660,666.39,525.62
5662,667.59,526.98
5663,668.87,527.99
5665,670.46,529.06
5667,671.68,529.92
5669,673.12,531.07
5671,674.58,532.43
5673,675.99,533.58
5674,677.45,534.59
5676,678.80,535.82
5678,680.13,536.86
5680,681.54,537.98
5682,682.87,538.92
5683,684.28,540.02
5685,685.79,541.09
5687,687.17,542.23
5689,688.58,542.94
5691,690.12,543.95
5693,691.63,545.00
5694,693.20,546.07
5696,694.87,546.98
5698,696.51,548.02
5700,698.00,549.04
5702,699.43,550.06
5704,700.58,551.10
5705,701.80,552.06
5707,703.05,553.11
5709,704.38,554.23
5711,705.82,555.30
5713,707.20,556.45
5714,708.61,557.46
5716,710.07,558.51
5718,711.35,559.63
5720,712.57,560.72
5722,713.85,561.95
5724,715.02,563.07
5725,715.99,564.19
5727,717.27,565.39
5729,718.52,566.56
5731,719.74,567.79
5733,721.00,569.01
5735,721.73,569.80
5736,723.00,570.84
5738,724.36,571.88
5740,725.98,573.21
5742,727.78,574.47
5744,729.29,575.85
5745,730.80,576.76
5747,732.37,577.72
5749,733.96,578.74
5751,735.63,579.76
5753,737.32,581.01
5755,738.91,582.55
5757,740.68,583.44
5758,742.33,584.53
5760,743.92,585.52
5762,745.56,586.46
5764,747.07,587.71
5765,748.59,588.94
5767,750.12,590.09
5769,751.53,591.10
5771,752.84,591.94
5773,754.19,593.06
5775,755.44,594.31
5776,756.67,595.33
5778,757.92,596.21
5780,759.23,597.10
5782,760.50,598.33
5784,761.86,599.45
5786,763.03,600.46
5787,764.34,601.64
5789,765.61,602.55
5791,766.87,603.65
5793,768.12,604.69
5795,769.24,605.78
5796,770.28,606.85
5798,771.48,607.82
5800,772.73,608.89
5802,774.06,610.11
5804,775.58,610.87
5806,777.04,611.96
5807,778.52,612.88
5809,780.09,613.84
5811,781.57,615.12
5813,783.16,615.95
5815,784.70,617.05
5817,786.16,617.91
5818,787.68,618.95
5820,788.98,620.05
5822,790.28,621.30
5824,791.67,622.06
5826,793.02,623.02
5827,794.35,623.88
5829,795.89,624.79
5831,797.32,625.84
5833,798.71,626.99
5835,800.19,627.92
5837,801.52,628.81
5838,803.06,629.85
5840,804.47,631.08
5842,805.72,632.15
5844,807.05,633.01
5846,808.25,634.05
5848,809.45,635.38
5849,810.81,636.40
5851,812.06,637.42
5853,813.36,638.43
5855,814.85,639.45
5857,816.34,640.81
5858,817.64,641.90
5860,819.10,643.10
5862,820.43,644.17
5864,821.89,645.19
5866,823.14,646.28
5868,824.60,647.67
5870,825.57,648.55
5871,826.79,649.73
5873,828.07,650.90
5875,829.48,652.05
5877,830.76,653.04
5879,832.14,654.29
5880,833.68,655.07
5882,835.03,656.19
5884,836.36,657.44
5886,837.85,658.62
5888,839.26,659.74
5889,840.77,661.17
5892,842.20,661.93
5893,843.95,663.05
5895,845.62,664.15
5897,847.34,665.24
5899,848.91,666.39
5900,850.58,667.43
5902,852.11,668.55
5904,853.65,669.57
5906,855.27,670.54
5908,856.68,671.53
5909,857.98,672.73
5911,859.31,673.69
5913,860.59,674.60
5915,861.89,675.62
5917,863.35,676.72
5919,864.76,677.73
5920,866.25,678.91
5922,867.63,680.05
5924,869.25,681.38
5926,870.52,682.45
5928,871.96,683.60
5930,873.29,684.72
5931,874.51,685.92
5933,875.53,687.12
5935,876.91,688.79
5937,877.67,689.65
5939,878.66,690.90
5941,880.10,692.49
5942,881.11,693.22
5944,882.44,694.21
5946,883.82,695.54
5948,885.47,696.35
5950,886.98,697.63
5951,888.52,698.78
5953,889.90,699.74
5955,891.18,700.50
5957,892.40,701.33
5959,893.53,702.22
5961,894.57,703.11
5962,895.59,704.18
5964,896.52,705.11
5966,897.49,705.87
5968,898.56,706.47
5970,899.60,707.25
5971,900.72,708.22
5973,901.77,708.95
5975,902.78,709.57
5977,903.96,710.36
5979,905.03,711.06
5981,906.12,711.74
5982,907.35,712.34
5984,908.49,712.99
5986,909.62,713.64
5988,910.76,714.22
5990,911.68,714.89
5992,912.56,715.52
5993,913.29,715.96
5995,914.15,716.64
5997,914.99,717.29
5999,915.80,717.97
6001,916.63,718.44
6002,917.44,718.96
6004,918.38,719.54
6006,919.29,720.24
6008,920.23,720.89
6010,921.06,721.49
6012,921.92,722.01
6013,922.86,722.93
6015,923.80,723.45
6017,924.77,723.92
6019,925.71,724.49
6021,926.49,725.27
6023,927.24,726.03
6024,928.08,726.76
6026,928.86,727.33
6028,929.59,727.83
6030,930.43,728.45
6032,931.21,729.29
6033,932.04,729.94
6035,932.88,730.38
6037,933.69,731.14
6039,934.65,731.69
6041,935.56,732.29
6043,936.50,732.89
6044,937.60,733.54
6046,938.54,734.19
6048,939.50,734.76
6050,940.54,735.34
6052,941.51,735.94
6054,942.47,736.54
6055,943.49,737.27
6057,944.48,738.13
6059,945.60,738.94
6061,946.33,739.41
6063,947.17,739.88
6064,948.11,740.42
6066,949.10,741.26
6068,950.27,742.12
6070,951.39,742.74
6072,952.49,743.19
6074,953.53,743.74
6075,954.68,744.47
6077,955.75,745.17
6079,956.79,745.87
6081,957.91,746.58
6083,958.90,746.97
6084,959.87,747.52
6086,960.91,748.09
6088,961.85,748.79
6090,962.79,749.37
6092,963.65,749.86
6094,964.51,750.41
6095,965.42,750.85
6097,966.26,751.32
6099,967.22,751.87
6101,968.21,752.45
6103,969.18,752.97
6105,970.14,753.33
6106,971.13,753.72
6108,971.91,754.19
6110,972.70,754.66
6112,973.53,755.16
6114,974.37,755.73
6115,975.28,756.25
6117,976.17,756.90
6119,977.03,757.48
6121,977.91,758.08
6123,978.64,758.55
6125,979.43,759.15
6127,980.18,759.56
6128,980.86,760.22
6130,981.59,760.95
6132,982.48,761.65
6134,983.26,762.30
6136,984.04,762.98
6137,984.90,763.61
6139,985.76,764.34
6141,986.62,765.07
6143,987.54,765.72
6145,988.37,766.42
6146,989.28,767.07
6148,990.14,767.78
6150,991.00,768.46
6152,991.94,769.16
6154,992.80,770.02
6156,993.66,770.80
6157,994.60,771.46
6159,995.52,772.03
6161,996.38,772.66
6163,997.44,773.44
6165,998.38,774.27
6167,999.35,775.00
6168,1000.34,775.68
6170,1001.41,776.36
6172,1002.16,776.85
6174,1003.10,777.56
6176,1004.15,778.39
6178,1005.16,779.28
6180,1006.15,780.11
6182,1007.15,780.77
6184,1007.88,781.39
6186,1008.71,782.07
6187,1009.68,782.77
6189,1010.77,783.45
6191,1011.76,784.16
6193,1012.80,784.96
6195,1013.85,785.77
6197,1014.84,786.58
6199,1015.99,787.34
6201,1017.06,788.07
6203,1018.12,788.77
6205,1019.27,789.53
6207,1020.34,790.26
6208,1021.28,791.01
6210,1022.14,791.74
6212,1022.97,792.50
6214,1023.86,793.31
6216,1024.85,794.25
6218,1025.77,795.19
6220,1026.70,796.10
6222,1027.64,796.93
6224,1028.58,797.61
6226,1029.44,798.26
6228,1030.30,798.99
6229,1031.22,799.70
6231,1032.15,800.69
6233,1033.07,801.63
6235,1034.06,802.54
6237,1035.00,803.56
6239,1035.88,804.18
6241,1036.64,805.02
6243,1037.42,805.77
6245,1038.23,806.53
6247,1039.14,807.42
6249,1040.06,808.28
6250,1040.99,809.09
6252,1041.96,809.69
6254,1042.90,810.47
6256,1043.73,811.35
6258,1044.54,812.22
6260,1045.66,813.21
6262,1046.34,813.75
6264,1047.25,814.43
6266,1048.22,815.08
6268,1049.18,815.81
6270,1050.17,816.44
6271,1051.30,817.17
6273,1052.08,817.77
6275,1053.12,818.34
6277,1054.24,818.92
6279,1055.36,819.60
6281,1056.46,820.30
6283,1057.58,820.77
6285,1058.57,821.29
6287,1059.59,821.81
6289,1060.84,822.33
6291,1062.07,822.85
6292,1063.32,823.38
6294,1064.54,823.95
6296,1065.64,824.50
6298,1066.66,824.84
6300,1067.67,825.18
6302,1068.61,825.75
6304,1069.52,826.27
6306,1070.46,826.64
6308,1071.40,827.05
6310,1072.47,827.57
6312,1073.62,827.91
6313,1074.79,828.33
6315,1075.91,828.70
6317,1076.96,829.06
6319,1078.02,829.45
6321,1079.07,829.79
6323,1080.06,830.08
6325,1080.87,830.39
6327,1081.52,830.63
6329,1082.17,830.86
6331,1082.88,831.15
6333,1083.66,831.41
6334,1084.60,831.67
6336,1085.51,831.96
6338,1086.47,832.27
6340,1087.39,832.48
6342,1088.35,832.82
6344,1089.29,833.16
6346,1090.12,833.47
6348,1090.86,833.83
6350,1091.43,834.25
6352,1091.92,834.56
6354,1092.47,834.98
6355,1093.23,835.35
6357,1093.96,835.76
6359,1094.69,836.08
6361,1095.78,836.44
6363,1096.46,836.68
6365,1097.45,837.09
6367,1098.47,837.56
6369,1099.43,838.01
6371,1100.37,838.45
6373,1101.49,839.18
6375,1102.28,839.70
6377,1103.32,840.25
6378,1104.42,840.77
6380,1105.46,841.14
6382,1106.50,841.63
6384,1107.54,842.39
6386,1108.43,843.01
6388,1109.47,843.59
6390,1110.75,844.19
6392,1112.16,844.84
6394,1113.39,845.49
6396,1114.30,846.14
6398,1115.11,846.82
6399,1115.97,847.58
6401,1116.85,848.31
6403,1117.64,848.96
6405,1118.50,849.56
6407,1119.46,850.29
6409,1120.43,851.12
6411,1121.42,851.83
6413,1122.44,852.35
6415,1123.45,853.00
6417,1124.47,853.81
6419,1125.41,854.49
6420,1126.14,855.45
6422,1126.84,856.08
6424,1127.70,856.76
6426,1128.56,857.43
6428,1129.42,858.09
6430,1130.26,858.74
6432,1131.15,859.36
6434,1132.03,860.09
6436,1132.94,860.90
6438,1133.86,861.66
6440,1134.82,862.57
6442,1135.73,863.09
6444,1136.86,863.93
6445,1137.59,864.50
6447,1138.53,865.23
6449,1139.41,865.96
6451,1140.27,866.74
6453,1141.13,867.11
6455,1141.97,867.58
6457,1142.65,868.10
6459,1143.27,868.57
6461,1143.90,868.96
6462,1144.55,869.35
6464,1145.25,869.74
6466,1145.98,870.11
6468,1146.69,870.42
6470,1147.31,870.76
6472,1147.91,871.12
6474,1148.67,871.57
6476,1149.14,871.78
6478,1149.74,872.04
6480,1150.31,872.30
6482,1150.89,872.59
6483,1151.46,872.87
6485,1152.09,873.11
6487,1152.55,873.29
6489,1153.08,873.52
6491,1153.44,873.78
6493,1153.86,874.02
6495,1154.25,874.20
6497,1154.64,874.41
6499,1155.06,874.65
6501,1155.45,874.88
6503,1155.92,875.17
6504,1156.39,875.43
6506,1156.81,875.61
6508,1157.22,875.84
6510,1157.59,876.11
6512,1157.93,876.26
6514,1158.34,876.44
6516,1158.76,876.65
6518,1159.26,876.78
6520,1159.78,876.94
6522,1160.35,877.12
6524,1160.90,877.31
6525,1161.45,877.49
6527,1161.97,877.67
6529,1162.49,877.77
6531,1163.06,877.90
6533,1163.64,878.11
6535,1164.13,878.40
6537,1164.63,878.69
6539,1165.20,878.95
6541,1165.70,879.29
6543,1166.19,879.50
6545,1166.69,879.78
6546,1167.16,880.02
6548,1167.65,880.30
6550,1168.15,880.54
6552,1168.59,880.80
6554,1169.06,881.11
6556,1169.48,881.32
6558,1169.92,881.50
6560,1170.34,881.76
6562,1170.81,882.05
6564,1171.33,882.47
6566,1171.90,882.83
6567,1172.48,883.20
6569,1173.00,883.51
6571,1173.52,883.82
6573,1174.04,884.06
6575,1174.67,884.45
6577,1174.96,884.71
6579,1175.58,885.02
6581,1176.05,885.23
6583,1176.49,885.42
6585,1176.91,885.68
6587,1177.43,886.02
6588,1177.85,886.30
6590,1178.27,886.64
6592,1178.66,887.01
6594,1179.05,887.34
6596,1179.44,887.66
6598,1179.83,887.97
6600,1180.30,888.23
6602,1180.80,888.52
6604,1181.32,888.83
6606,1181.84,889.14
6608,1182.34,889.46
6609,1182.81,889.74
6611,1183.30,890.06
6613,1183.80,890.42
6615,1184.29,890.81
6617,1184.76,891.20
6619,1185.20,891.52
6621,1185.65,891.78
6623,1186.09,891.99
6625,1186.51,892.25
6627,1186.95,892.59
6629,1187.42,892.98
6630,1187.86,893.37
6632,1188.28,893.73
6634,1188.75,894.10
6636,1189.12,894.46
6638,1189.51,894.83
6640,1189.87,895.12
6642,1190.21,895.48
6644,1190.58,895.69
6646,1190.97,895.95
6648,1191.31,896.21
6650,1191.70,896.47
6651,1192.14,896.89
6653,1192.61,897.33
6655,1193.03,897.62
6657,1193.34,897.93
6659,1193.71,898.22
6661,1193.97,898.51
6663,1194.23,898.77
6665,1194.41,899.13
6667,1194.59,899.47
6669,1194.85,899.89
6671,1195.30,900.25
6673,1195.77,900.62
6674,1196.29,900.96
6676,1196.78,901.27
6678,1197.25,901.61
6680,1197.75,901.95
6682,1198.24,902.31
6684,1198.69,902.65
6686,1199.16,903.02
6688,1199.57,903.41
6690,1199.83,903.72
6692,1200.15,904.06
6694,1200.54,904.43
6695,1200.96,904.87
6697,1201.40,905.42
6699,1201.84,905.73
6701,1202.26,906.09
6703,1202.62,906.46
6705,1202.99,906.77
6707,1203.25,906.98
6709,1203.51,907.27
6711,1203.67,907.56
6713,1203.93,907.97
6715,1204.27,908.42
6716,1204.66,908.78
6718,1205.15,909.12
6720,1205.73,909.46
6722,1206.12,909.75
6724,1206.56,910.11
6726,1206.98,910.40
6728,1207.40,910.71
6730,1207.81,911.00
6732,1208.18,911.26
6734,1208.60,911.57
6736,1209.01,911.78
6737,1209.40,912.04
6739,1209.82,912.38
6741,1210.29,912.61
6743,1210.79,912.82
6745,1211.26,913.11
6747,1211.70,913.27
6749,1212.14,913.37
6751,1212.59,913.53
6753,1213.03,913.74
6755,1213.45,913.89
6757,1213.84,914.00
6758,1214.23,914.10
6760,1214.67,914.23
6762,1215.14,914.39
6764,1215.69,914.54
6766,1216.26,914.73
6768,1216.73,914.86
6770,1217.18,914.99
6772,1217.59,915.17
6774,1217.96,915.40
6776,1218.24,915.61
6778,1218.56,915.80
6779,1218.97,915.95
6781,1219.44,916.16
6783,1219.91,916.37
6785,1220.41,916.58
6787,1220.83,916.81
6789,1221.24,916.94
6791,1221.69,917.13
6793,1222.18,917.36
6795,1222.70,917.57
6797,1223.25,917.73
6799,1223.72,917.93
6800,1224.16,918.09
6802,1224.56,918.30
6804,1224.95,918.53
6806,1225.36,918.74
6808,1225.86,918.93
6810,1226.46,919.24
6812,1226.77,919.42
6814,1227.24,919.68
6816,1227.74,919.92
6818,1228.28,920.12
6820,1228.81,920.39
6821,1229.43,920.70
6823,1229.80,920.85
6825,1230.27,921.12
6827,1230.74,921.43
6829,1231.23,921.74
6831,1231.65,922.05
6833,1231.99,922.29
6835,1232.27,922.50
6837,1232.56,922.71
6839,1232.80,922.97
6841,1233.29,923.23
6842,1233.81,923.46
6844,1234.23,923.75
6846,1234.62,924.06
6848,1235.06,924.32
6850,1235.51,924.61
6852,1236.00,924.90
6854,1236.50,925.11
6856,1237.02,925.29
6858,1237.54,925.50
6860,1237.99,925.71
6862,1238.25,925.81
6863,1238.51,926.02
6865,1238.77,926.20
6867,1239.03,926.33
6869,1239.32,926.51
6871,1239.60,926.70
6873,1239.97,926.93
6875,1240.38,927.06
6877,1240.83,927.17
6879,1241.32,927.35
6881,1241.87,927.48
6883,1242.37,927.58
6884,1242.89,927.71
6886,1243.46,927.90
6888,1244.01,928.08
6890,1244.37,928.18
6892,1244.71,928.29
6894,1245.16,928.42
6896,1245.63,928.60
6898,1246.07,928.78
6900,1246.46,928.99
6902,1246.77,929.12
6904,1247.06,929.25
6905,1247.32,929.41
6907,1247.61,929.56
6909,1248.03,929.75
6911,1248.65,929.96
6913,1248.99,930.03
6915,1249.36,930.19
6917,1249.64,930.43
6919,1249.98,930.61
6921,1250.37,930.79
6923,1250.82,930.97
6925,1251.13,931.10
6926,1251.49,931.31
6928,1251.86,931.52
6930,1252.22,931.70
6932,1252.67,931.81
6934,1253.08,931.99
6936,1253.42,932.15
6938,1253.84,932.28
6940,1254.31,932.38
6942,1254.78,932.56
6944,1255.25,932.80
6946,1255.64,933.03
6948,1256.08,933.16
6949,1256.42,933.22
6951,1256.84,933.29
6953,1257.28,933.35
6955,1257.73,933.35
6957,1258.14,933.35
6959,1258.59,933.35
6961,1259.00,933.35
6963,1259.40,933.35
6965,1259.76,933.35
6967,1259.94,933.35
6969,1259.97,933.35
6970,1259.99,933.35
6972,1260.02,933.35
6974,1260.02,933.35
6976,1260.05,933.35
6978,1260.07,933.35
6980,1260.10,933.35
6982,1260.10,933.35
6984,1260.10,933.35
6986,1260.13,933.35
6988,1260.13,933.35
6990,1260.13,933.35
6992,1260.15,933.35
6993,1260.15,933.35
6995,1260.15,933.35
6997,1260.15,933.35
6999,1260.13,933.35
7001,1260.13,933.35
7003,1260.10,933.35
7005,1260.10,933.35
7007,1260.07,933.35
7009,1260.05,933.35
7011,1260.02,933.35
7012,1260.02,933.35
7014,1259.99,933.35
7016,1259.97,933.35
7018,1259.97,933.35
7020,1259.94,933.35
7022,1259.94,933.35
7024,1259.92,933.35
7026,1259.92,933.35
7028,1259.92,933.35
7030,1259.89,933.35
7032,1259.89,933.35
7033,1259.89,933.35
7035,1259.86,933.35
7037,1259.86,933.35
7039,1259.86,933.35
7041,1259.84,933.35
7043,1259.84,933.35
7045,1259.84,933.35
7047,1259.84,933.35
7049,1259.84,933.35
7051,1259.84,933.35
7053,1259.81,933.35
7054,1259.81,933.35
7056,1259.81,933.35
7058,1259.81,933.35
7060,1259.81,933.35
7062,1259.81,933.35
7064,1259.81,933.35
7066,1259.81,933.35
7068,1259.81,933.35
7070,1259.81,933.35
7072,1259.81,933.35
7074,1259.79,933.35
7075,1259.81,933.35
7077,1259.79,933.35
7079,1259.79,933.35
7081,1259.79,933.35
7083,1259.79,933.35
7085,1259.79,933.35
7087,1259.79,933.35
7089,1259.79,933.35
7091,1259.79,933.35
7093,1259.79,933.35
7095,1259.79,933.35
7096,1259.79,933.35
7098,1259.76,933.35
7100,1259.76,933.35
7102,1259.76,933.35
7104,1259.76,933.35
7106,1259.76,933.35
7108,1259.76,933.35
7110,1259.76,933.35
7112,1259.76,933.35
7114,1259.76,933.35
7116,1259.76,933.35
7117,1259.76,933.35
7119,1259.73,933.35
7121,1259.73,933.35
7123,1259.73,933.35
7125,1259.76,933.35
7127,1259.73,933.35
7129,1259.73,933.35
7131,1259.73,933.35
7133,1259.73,933.35
7135,1259.73,933.35
7137,1259.73,933.35
7138,1259.73,933.35
7140,1259.73,933.35
7142,1259.73,933.35
7144,1259.73,933.35
7146,1259.73,933.35
7148,1259.73,933.35
7150,1259.73,933.35
7152,1259.73,933.35
7154,1259.73,933.35
7156,1259.73,933.35
7158,1259.73,933.35
7159,1259.73,933.35
7161,1259.73,933.35
7163,1259.73,933.35
7165,1259.71,933.35
7167,1259.73,933.35
7169,1259.71,933.35
7171,1259.71,933.35
7173,1259.71,933.35
7175,1259.71,933.35
