time,leftEncoderCount,rightEncoderCount
3850,41.80,-3.18
3860,42.77,-2.29
3870,47.20,0.81
3880,53.90,5.11
3890,61.96,10.38
3900,70.15,16.53
3910,77.29,23.39
3920,87.07,30.28
3930,97.48,37.97
3940,108.38,45.56
3950,117.98,53.90
3960,127.39,62.46
3970,136.78,70.83
3980,146.82,79.02
3990,156.67,86.73
4000,166.17,94.40
4010,177.20,102.51
4020,186.01,111.12
4030,195.11,119.23
4040,206.51,127.23
4050,218.30,135.32
4060,227.68,143.87
4070,236.39,152.61
4080,245.39,161.81
4090,256.21,170.18
4100,267.53,178.63
4110,276.50,187.11
4120,285.89,195.11
4130,295.72,202.91
4140,306.57,210.76
4150,316.82,218.43
4160,327.12,226.28
4170,336.92,234.15
4180,345.74,241.95
4190,355.73,249.20
4200,365.45,256.94
4210,376.54,265.47
4220,386.45,274.18
4230,395.57,282.86
4240,404.49,290.48
4250,415.52,298.38
4260,427.23,306.36
4270,437.37,315.07
4280,446.06,323.60
4290,455.42,331.16
4300,466.01,339.01
4310,477.01,347.12
4320,486.17,355.41
4330,496.00,363.89
4340,505.18,372.57
4350,515.71,380.92
4360,526.51,389.78
4370,536.89,398.21
4380,547.92,406.52
4390,556.58,414.50
4400,565.34,422.64
4410,576.21,431.53
4420,587.71,439.88
4430,597.20,448.43
4440,606.31,456.41
4450,615.64,464.42
4460,626.52,472.61
4470,637.55,481.24
4480,647.93,489.24
4490,657.89,497.17
4500,667.22,504.76
4510,678.15,512.37
4520,687.64,520.28
4530,697.42,528.99
4540,707.83,536.81
4550,717.40,544.68
4560,726.78,552.53
4570,737.37,560.67
4580,748.79,568.88
4590,760.01,577.26
4600,768.38,585.86
4610,776.96,595.25
4620,788.64,603.78
4630,799.39,612.20
4640,809.16,619.66
4650,818.76,627.30
4660,828.57,635.83
4670,838.37,644.46
4680,849.98,652.67
4690,860.35,660.36
4700,870.58,668.40
4710,880.62,676.74
4720,889.35,685.61
4730,900.04,694.50
4740,910.40,703.37
4750,920.33,711.84
4760,929.70,720.06
4770,939.03,728.56
4780,949.54,736.88
4790,961.28,745.01
4800,971.91,753.41
4810,980.60,761.89
4820,989.78,770.18
4830,1000.94,778.47
4840,1010.51,786.37
4850,1020.91,795.00
4860,1031.03,804.37
4870,1040.00,813.00
4880,1051.03,821.52
4890,1061.44,829.30
4900,1072.24,837.04
4910,1083.11,845.13
4920,1091.48,853.34
4930,1100.48,861.11
4940,1111.59,868.54
4950,1122.28,876.52
4960,1131.98,885.02
4970,1141.71,893.45
4980,1150.65,901.92
4990,1161.92,910.45
5000,1173.21,919.13
5010,1183.61,927.61
5020,1192.82,935.72
5030,1203.04,943.67
5040,1212.35,950.87
5050,1223.10,958.67
5060,1233.53,967.22
5070,1243.12,975.33
5080,1252.67,983.75
5090,1262.45,991.84
5100,1272.69,1000.16
5110,1284.79,1008.74
5120,1295.38,1017.94
5130,1302.94,1026.57
5140,1313.04,1034.81
5150,1323.78,1042.74
5160,1334.86,1050.70
5170,1344.62,1058.41
5180,1353.72,1066.21
5190,1363.55,1073.28
5200,1375.02,1080.53
5210,1384.72,1088.27
5220,1395.76,1096.46
5230,1405.61,1104.36
5240,1414.09,1112.53
5250,1424.44,1121.50
5260,1434.74,1130.31
5270,1445.46,1139.10
5280,1455.92,1147.18
5290,1464.94,1154.90
5300,1473.73,1162.59
5310,1485.75,1171.04
5320,1496.81,1179.23
5330,1506.82,1187.37
5340,1515.32,1194.93
5350,1525.34,1203.20
5360,1535.79,1211.57
5370,1546.61,1220.20
5380,1556.00,1229.07
5390,1566.09,1237.02
5400,1576.24,1245.21
5410,1586.75,1253.42
5420,1596.24,1261.51
5430,1608.13,1269.67
5440,1618.17,1277.65
5450,1627.17,1285.79
5460,1636.48,1293.92
5470,1647.12,1302.24
5480,1658.38,1310.51
5490,1668.21,1318.64
5500,1677.21,1327.01
5510,1687.30,1335.96
5520,1697.79,1344.98
5530,1709.42,1353.30
5540,1719.64,1360.86
5550,1728.95,1368.43
5560,1738.55,1376.22
5570,1749.03,1384.31
5580,1758.70,1392.13
5590,1769.60,1399.59
5600,1779.78,1406.89
5610,1787.89,1414.48
5620,1797.98,1422.88
5630,1808.70,1430.78
5640,1820.77,1439.62
5650,1831.04,1448.07
5660,1838.16,1457.04
5670,1848.70,1465.83
5680,1859.39,1473.70
5690,1870.55,1481.50
5700,1880.25,1489.22
5710,1890.03,1497.54
5720,1899.16,1505.78
5730,1910.48,1514.15
5740,1921.40,1522.08
5750,1931.44,1530.03
5760,1941.56,1538.40
5770,1951.89,1547.79
5780,1961.33,1556.81
5790,1971.71,1565.26
5800,1982.50,1573.61
5810,1992.60,1582.21
5820,2001.59,1590.76
5830,2011.45,1599.45
5840,2022.51,1607.27
5850,2034.42,1615.17
5860,2043.37,1623.00
5870,2051.97,1630.22
5880,2059.41,1636.95
5890,2069.00,1643.15
5900,2077.40,1649.31
5910,2084.78,1656.17
5920,2092.55,1662.69
5930,2100.19,1669.13
5940,2107.28,1675.13
5950,2115.34,1680.71
5960,2123.24,1686.08
5970,2130.99,1691.40
5980,2139.44,1696.82
5990,2147.99,1702.95
6000,2154.95,1709.34
6010,2161.45,1715.60
6020,2168.18,1721.57
6030,2176.96,1727.41
6040,2184.84,1732.97
6050,2192.48,1739.02
6060,2200.25,1745.27
6070,2207.40,1751.74
6080,2213.42,1758.57
6090,2221.24,1765.04
6100,2229.61,1771.12
6110,2238.85,1776.93
6120,2245.99,1782.46
6130,2253.97,1787.49
6140,2261.04,1792.63
6150,2267.95,1797.82
6160,2274.55,1802.57
6170,2283.05,1807.57
6180,2290.61,1812.71
6190,2297.99,1818.19
6200,2305.42,1823.98
6210,2313.35,1829.77
6220,2320.47,1835.79
6230,2327.51,1841.94
6240,2334.89,1848.26
6250,2343.37,1853.71
6260,2352.21,1859.76
6270,2360.42,1866.56
6280,2367.59,1873.21
6290,2373.30,1879.97
6300,2381.36,1886.12
6310,2388.87,1891.73
6320,2397.19,1897.10
6330,2405.25,1901.61
6340,2412.55,1906.59
6350,2419.17,1912.09
6360,2426.66,1918.33
6370,2434.59,1924.58
6380,2442.28,1930.01
6390,2449.81,1935.54
6400,2458.45,1941.12
6410,2466.14,1947.19
6420,2473.75,1953.40
6430,2480.48,1959.03
6440,2487.13,1965.40
6450,2494.72,1971.84
6460,2502.80,1978.28
6470,2511.05,1984.82
6480,2519.16,1991.47
6490,2526.82,1997.65
6500,2532.17,2002.45
6510,2540.02,2007.59
6520,2547.40,2012.21
