time,leftEncoderCount,rightEncoderCount
11792,1253.81,930.09
11794,1254.26,930.11
11796,1254.75,930.11
11798,1255.22,930.11
11800,1255.69,930.11
11802,1256.19,930.11
11804,1256.74,930.11
11806,1257.28,930.11
11808,1257.78,930.11
11810,1258.22,930.11
11812,1258.72,930.11
11814,1259.19,930.11
11816,1259.63,930.11
11818,1260.13,930.09
11820,1260.62,930.11
11822,1261.14,930.11
11824,1261.64,930.11
11826,1262.11,930.11
11828,1262.63,930.11
11830,1263.20,930.09
11832,1263.57,930.11
11834,1264.04,930.11
11836,1264.53,930.11
11838,1265.03,930.11
11840,1265.50,930.11
11842,1265.99,930.11
11844,1266.49,930.11
11846,1266.96,930.11
11848,1267.45,930.11
11850,1267.95,930.11
11852,1268.47,930.11
11854,1269.02,930.11
11856,1269.57,930.11
11858,1270.11,930.11
11860,1270.63,930.11
11862,1271.16,930.09
11864,1271.76,930.09
11866,1272.20,930.11
11868,1272.69,930.11
11870,1273.16,930.09
11872,1273.66,930.11
11874,1274.16,930.11
11876,1274.65,930.11
11878,1275.12,930.09
11880,1275.62,930.11
11882,1276.06,930.11
11884,1276.50,930.11
11886,1277.02,930.11
11888,1277.55,930.11
11890,1278.15,930.11
11892,1278.74,930.11
11894,1279.40,930.11
11896,1280.00,930.11
11898,1280.60,930.11
11900,1281.09,930.09
11902,1281.69,930.11
11904,1282.24,930.11
11906,1282.84,930.11
11908,1283.36,930.11
11910,1283.91,930.11
11912,1284.46,930.11
11914,1284.95,930.11
11916,1285.42,930.11
11918,1285.92,930.11
11920,1286.41,930.09
11922,1286.85,930.11
11924,1287.35,930.09
11926,1287.85,930.11
11928,1288.32,930.11
11930,1288.73,930.11
11932,1289.20,930.11
11934,1289.62,930.11
11936,1290.06,930.11
11938,1290.53,930.09
11940,1291.05,930.11
11942,1291.58,930.11
11944,1292.12,930.11
11946,1292.62,930.11
11948,1293.14,930.09
11950,1293.66,930.11
11952,1294.08,930.11
11954,1294.57,930.11
11956,1294.97,930.11
11958,1295.41,930.11
11960,1295.88,930.11
11962,1296.35,930.11
11964,1296.82,930.11
11966,1297.23,930.11
11968,1297.65,930.11
11970,1298.09,930.11
11972,1298.54,930.11
11974,1298.95,930.09
11976,1299.35,930.11
11978,1299.79,930.11
11980,1300.26,930.09
11982,1300.73,930.11
11984,1301.17,930.11
11986,1301.61,930.11
11988,1302.08,930.11
11990,1302.42,930.11
11992,1302.84,930.09
11994,1303.26,930.09
11996,1303.65,930.11
11998,1304.04,930.11
12000,1304.46,930.11
12002,1304.85,930.09
12004,1305.27,930.11
12006,1305.66,930.09
12008,1306.13,930.09
12010,1306.60,930.11
12012,1307.14,930.11
12014,1307.66,930.11
12016,1308.24,930.11
12018,1308.76,930.11
12020,1309.26,930.11
12022,1309.73,930.11
12024,1310.22,930.11
12026,1310.66,930.11
12028,1311.06,930.11
12030,1311.50,930.11
12032,1311.89,930.11
12034,1312.28,930.11
12036,1312.62,930.11
12038,1312.96,930.11
12040,1313.43,930.11
12042,1313.90,930.11
12044,1314.52,930.11
12046,1314.86,930.11
12048,1315.33,930.11
12050,1315.78,930.11
12052,1316.17,930.11
12054,1316.61,930.11
12056,1317.05,930.11
12058,1317.50,930.11
12060,1317.97,930.11
12062,1318.46,930.11
12064,1318.98,930.11
12066,1319.48,930.11
12068,1320.00,930.11
12071,1320.63,930.11
12072,1321.09,930.11
12074,1321.56,930.11
12076,1322.03,930.11
12078,1322.56,930.09
12080,1322.87,930.09
12082,1323.16,930.09
12084,1323.42,930.09
12086,1323.68,930.09
12088,1323.94,930.09
12090,1324.20,930.11
12092,1324.38,930.09
12094,1324.46,930.09
12096,1324.49,930.09
12098,1324.49,930.11
12100,1324.49,930.11
12102,1324.43,930.09
12104,1324.38,930.09
12106,1324.33,930.11
12108,1324.28,930.09
12110,1324.20,930.09
12112,1324.15,930.09
12114,1324.09,930.09
12116,1324.07,930.09
12118,1324.04,930.09
12120,1324.04,930.09
12122,1324.04,930.11
12124,1324.04,930.09
12126,1324.04,930.09
12128,1324.04,930.09
12130,1324.04,930.09
12132,1324.04,930.11
12134,1324.04,930.11
12136,1324.04,930.09
12138,1324.04,930.09
12140,1324.04,930.09
12142,1324.04,930.09
12144,1324.04,930.11
12146,1324.04,930.09
12148,1324.04,930.09
12150,1324.04,930.09
12152,1324.04,930.11
12154,1324.04,930.09
12156,1324.04,930.11
12158,1324.04,930.09
12160,1324.04,930.09
12162,1324.04,930.09
12164,1324.04,930.09
12165,1324.04,930.09
12167,1324.04,930.09
12169,1324.04,930.09
12171,1324.04,930.09
12173,1324.04,930.11
12175,1324.04,930.09
12177,1324.04,930.11
12180,1324.04,930.11
12181,1324.04,930.09
12183,1324.04,930.09
12185,1324.04,930.09
12187,1324.04,930.09
12189,1324.04,930.11
12191,1324.04,930.11
12193,1324.04,930.09
12195,1324.04,930.11
12197,1324.04,930.09
12199,1324.04,930.09
12202,1324.04,930.11
12203,1324.04,930.09
12205,1324.04,930.11
12207,1324.04,930.09
12209,1324.04,930.09
12211,1324.04,930.11
12213,1324.04,930.09
12215,1324.04,930.09
12217,1324.04,930.09
12219,1324.04,930.11
12221,1324.04,930.09
12223,1324.04,930.09
12225,1324.04,930.09
12227,1324.04,930.09
12229,1324.04,930.09
12231,1324.04,930.09
12233,1324.04,930.09
12235,1324.04,930.09
12237,1324.04,930.09
12239,1324.04,930.09
12241,1324.04,930.09
12243,1324.04,930.09
12245,1324.04,930.11
12247,1324.04,930.09
12249,1324.04,930.09
12251,1324.04,930.09
12253,1324.04,930.09
12255,1324.04,930.09
12257,1324.04,930.09
12259,1324.04,930.09
12261,1324.04,930.11
12263,1324.04,930.09
12265,1324.04,930.11
12267,1324.04,930.09
12269,1324.04,930.11
12271,1324.04,930.09
12273,1324.04,930.09
12275,1324.04,930.09
12277,1324.04,930.09
12279,1324.04,930.09
12281,1324.04,930.09
12283,1324.04,930.09
12285,1324.04,930.09
12287,1324.04,930.11
12289,1324.04,930.09
12291,1324.04,930.09
12293,1324.04,930.09
12295,1324.04,930.09
12297,1324.04,930.09
12299,1324.04,930.11
12301,1324.04,930.11
12303,1324.04,930.09
12305,1324.04,930.09
12307,1324.04,930.09
12309,1324.04,930.09
12311,1324.04,930.09
12313,1324.04,930.09
12315,1324.04,930.09
12317,1324.04,930.09
12319,1324.04,930.09
12321,1324.04,930.09
12323,1324.04,930.09
12325,1324.04,930.09
12327,1324.04,930.09
12329,1324.04,930.09
12331,1324.04,930.09
12333,1324.04,930.09
12335,1324.04,930.09
12337,1324.04,930.09
12339,1324.04,930.09
12341,1324.04,930.09
12343,1324.04,930.09
12345,1324.04,930.09
12347,1324.04,930.11
12349,1324.04,930.11
12351,1324.04,930.09
12353,1324.04,930.09
12355,1324.04,930.11
12357,1324.04,930.09
12359,1324.04,930.11
12361,1324.04,930.09
12363,1324.04,930.09
12365,1324.04,930.09
12367,1324.04,930.09
12369,1324.04,930.09
12371,1324.04,930.09
12373,1324.04,930.09
12375,1324.04,930.11
12377,1324.04,930.09
12379,1324.04,930.09
12381,1324.04,930.09
12383,1324.04,930.09
12385,1324.04,930.09
12387,1324.04,930.09
12389,1324.04,930.09
12391,1324.04,930.09
12393,1324.04,930.09
12395,1324.04,930.09
