time,leftEncoderCount,rightEncoderCount
8037,0.00,-3.99
8047,10.00,-2.99
8057,20.00,0.00
8067,30.00,-4.55
8077,40.00,-2.70
8087,50.00,0.00
8097,60.00,-1.73
8107,70.00,-1.03
8117,80.00,0.00
8127,90.00,0.00
8137,100.00,0.00
8147,110.00,-0.53
8157,120.00,-0.17
8167,130.00,12.81
8177,140.00,31.70
8187,150.00,43.98
8197,160.00,58.59
8207,170.00,71.70
8217,180.00,-0.07
8227,190.00,0.36
8237,200.00,1.94
8247,210.00,7.87
8257,220.00,106.82
8267,230.00,20.63
8277,240.00,39.14
8287,250.00,63.56
8297,260.00,165.01
8307,270.00,93.76
8317,280.00,207.43
8327,290.00,124.98
8337,300.00,220.47
8347,310.00,243.37
8357,320.00,162.32
8367,330.00,202.64
8377,340.00,210.81
8387,350.00,257.28
8397,360.00,289.71
8407,370.00,275.51
8417,380.00,280.63
8427,390.00,293.04
8437,400.00,303.72
8447,410.00,354.06
8457,420.00,404.12
8467,430.00,406.26
8477,440.00,417.00
8487,450.00,340.26
8497,460.00,464.96
8507,470.00,472.31
8517,480.00,518.87
8527,490.00,527.78
8537,500.00,400.41
8547,510.00,421.57
8557,520.00,521.78
8567,530.00,512.76
8577,540.00,421.96
8587,550.00,466.12
8597,560.00,449.21
8607,570.00,525.58
8617,580.00,537.73
8627,590.00,533.69
8637,600.00,539.25
8647,610.00,560.59
8657,620.00,587.21
8667,630.00,604.43
8677,640.00,526.93
8687,650.00,632.98
8697,660.00,667.28
8707,670.00,565.07
8717,680.00,607.03
8727,690.00,674.08
8737,700.00,661.01
8747,710.00,615.29
8757,720.00,623.59
8767,730.00,667.91
8777,740.00,652.11
8787,750.00,672.97
8797,760.00,682.91
8807,770.00,702.76
8817,780.00,734.44
8827,790.00,716.48
8837,800.00,723.20
8847,800.00,754.31
8857,800.00,768.86
8867,800.00,809.67
8877,800.00,777.33
8887,800.00,794.33
8897,800.00,817.68
8907,800.00,787.81
8917,800.00,811.30
8927,800.00,810.83
8937,800.00,807.67
8947,800.00,816.79
8957,800.00,849.19
8967,800.00,789.65
8977,800.00,854.31
8987,800.00,864.36
8997,800.00,818.34
9007,800.00,845.54
9017,800.00,819.02
9027,800.00,810.19
9037,800.00,811.12
9047,800.00,806.56
9057,800.00,810.60
9067,800.00,821.28
9077,800.00,814.24
9087,800.00,786.74
9097,800.00,777.83
9107,800.00,823.15
9117,800.00,802.51
9127,800.00,827.50
9137,800.00,860.80
9147,800.00,804.19
9157,800.00,787.08
9167,800.00,836.65
9177,800.00,853.95
9187,800.00,854.97
9197,800.00,816.77
9207,800.00,839.01
9217,800.00,824.04
9227,800.00,850.68
9237,800.00,769.86
9247,800.00,866.18
9257,800.00,824.69
9267,800.00,869.51
9277,800.00,816.62
9287,800.00,851.86
9297,800.00,800.51
