time,leftEncoderCount,rightEncoderCount
4229,-3.52,-3.52
4292,3.16,3.29
4308,6.68,6.83
4324,9.73,9.86
4335,11.00,11.08
4393,18.44,18.52
4410,20.44,20.50
4426,22.45,22.56
4436,23.81,23.89
4499,32.15,32.23
4516,34.19,34.27
4526,35.83,35.94
4537,37.29,37.40
4599,46.63,46.71
4615,49.05,49.18
4626,50.62,50.72
4637,52.21,52.34
4700,61.13,61.23
4716,63.26,63.37
4727,64.36,64.44
4738,65.90,66.03
4801,73.33,73.41
4817,75.18,75.26
4828,76.59,76.67
4844,78.65,78.73
4902,87.23,87.36
4919,89.86,89.97
4935,92.21,92.31
4946,93.91,94.01
5009,103.61,103.66
5025,105.69,105.82
5036,107.26,107.34
5046,108.72,108.82
5103,116.88,116.96
5120,119.31,119.41
5137,121.60,121.70
5147,122.88,122.96
5210,130.62,130.70
5226,132.84,132.94
5236,134.25,134.35
5247,135.55,135.66
5257,136.88,136.99
5320,145.64,145.72
5337,147.94,148.04
5347,149.53,149.61
5358,150.96,151.04
5420,159.88,159.99
5436,162.41,162.49
5447,163.90,163.98
5458,165.38,165.46
5520,174.12,174.22
5536,176.55,176.65
5546,177.51,177.56
5557,177.77,177.82
5620,187.00,187.11
5636,189.45,189.56
5647,190.99,191.07
5658,192.35,192.53
5721,202.15,202.26
5738,204.74,204.81
5754,207.76,207.89
5765,209.53,209.66
5823,218.06,218.17
5840,220.28,220.33
5856,222.42,222.52
5867,223.93,224.01
5929,232.07,232.17
5945,233.86,233.94
5955,235.19,235.27
5966,236.76,236.84
5976,237.96,238.04
6033,245.36,245.44
6050,247.40,247.48
6066,249.93,250.03
6077,251.57,251.68
6139,260.52,260.62
6156,263.12,263.23
6166,264.61,264.71
6176,266.12,266.23
6233,273.71,273.82
6250,275.85,275.95
6267,277.62,277.70
6277,278.98,279.08
6339,287.01,287.09
6356,289.02,289.12
6366,290.35,290.45
6377,292.10,292.20
6440,300.62,300.73
6456,303.18,303.28
6467,304.80,304.87
6478,306.33,306.44
6541,315.85,315.96
6557,318.17,318.30
6568,319.84,319.95
6578,321.49,321.62
6642,330.64,330.72
6658,332.70,332.75
6668,334.11,334.19
